,Title,Movie Rating,Year,Gross Income,Movie Genre,Movie Runtime,IMDb Rating,Votes
15143,First Sunday,PG-13,2008,37.93,"Comedy,Crime,Drama",96,4.5,10142.0
15144,First Time Felon,R,1997,0.0,Drama,110,6.9,0.0
15145,First You Dream: The Music of Kander & Ebb,PG,2015,0.0,Musical,60,8.9,0.0
15146,Fish Don't Blink,R,2002,0.0,Comedy,89,5.0,0.0
15147,The Witness,PG,1999,0.0,"Action,Comedy,Family",95,4.9,0.0
15148,Fish Without a Bicycle,R,2003,0.0,"Comedy,Drama,Romance",97,4.0,0.0
15149,Fish in a Barrel,R,2001,0.0,"Comedy,Drama",85,5.0,0.0
15150,Fishes 'n Loaves: Heaven Sent,PG,2016,0.0,Comedy,102,5.0,0.0
15151,Fishing Without Nets,R,2014,0.0,"Drama,Thriller",109,6.5,0.0
15152,Fishing with Gandhi,PG-13,1998,0.0,Comedy,69,6.1,0.0
15153,Fissure,PG-13,2008,0.0,"Crime,Drama,Mystery",90,5.1,0.0
15154,Fist Fight,R,2017,32.19,Comedy,91,5.6,40690.0
15155,Fist of Glory,R,1991,0.0,"Action,Drama,War",93,5.0,0.0
15156,Fist of Honor,R,1993,0.0,"Action,Drama",95,4.6,0.0
15157,Fists of Iron,R,1995,0.0,Action,94,4.7,0.0
15158,Fit to Kill,R,1993,0.0,"Action,Thriller",97,4.1,0.0
15159,Five Aces,R,1999,0.0,"Comedy,Drama",95,5.1,0.0
15160,Five Feet Apart,PG-13,2019,45.73,"Drama,Romance",116,7.2,51270.0
15161,Five Fingers,R,2006,0.0,"Drama,Thriller",87,6.4,0.0
15162,Five Friends,R,2010,0.0,"Documentary,Biography",70,7.0,0.0
15163,Five Nights at Pinkie's 4,PG-13,2015,0.0,"Horror,Thriller",0,6.3,0.0
15164,Five Thirteen,R,2013,0.0,Drama,110,4.3,0.0
15165,Fix,R,2008,0.01,Drama,93,6.2,877.0
15166,Fixing Pete,G,2011,0.0,"Comedy,Romance",120,5.9,0.0
15167,Flags of Our Fathers,R,2006,33.6,"Action,Adventure,Drama",135,7.1,119506.0
15168,Flannel Pajamas,R,2006,0.12,Romance,124,6.0,891.0
15169,Flash Click,PG-13,2007,0.0,"Short,Sci-Fi,Thriller",22,7.8,0.0
15170,Flash in the Pain,G,2014,0.0,"Animation,Short",4,6.8,0.0
15171,Flash of Genius,PG-13,2008,4.23,"Biography,Drama",119,7.0,16672.0
15172,Flashback,R,1990,6.49,"Action,Adventure,Comedy",108,6.2,5202.0
15173,Flashfire,R,1994,0.0,"Action,Crime,Thriller",88,4.6,0.0
15174,Flat Out,PG,1999,0.0,Drama,96,6.4,0.0
15175,Flatliners,R,1990,61.49,"Drama,Horror,Sci-Fi",115,6.6,82282.0
15176,Flatliners,PG-13,2017,16.87,"Drama,Horror,Mystery",109,5.2,44202.0
15177,Flawless,R,1999,4.49,"Comedy,Crime,Drama",112,6.5,18159.0
15178,Fled,R,1996,17.1,"Action,Adventure,Crime",98,5.4,8759.0
15179,Flesh and Bone,R,1993,9.49,"Drama,Mystery,Romance",126,6.2,5203.0
15180,Fleshtone,R,1994,0.0,"Mystery,Thriller",91,4.8,0.0
15181,Flicka,PG,2006,21.0,"Adventure,Drama,Family",95,6.1,7654.0
15182,Flicka 2,PG,2010,0.0,Family,96,6.0,0.0
15183,Flicka: Country Pride,G,2012,0.0,Family,90,6.1,0.0
15184,Flight,R,2012,93.77,"Drama,Thriller",138,7.3,334392.0
15185,Flight 7500,PG-13,2014,0.0,"Drama,Horror,Sci-Fi",80,4.8,0.0
15186,Flight 93,PG-13,2006,0.0,"Action,History,Thriller",89,6.3,0.0
15187,Flight of Black Angel,R,1991,0.0,"Action,Thriller",102,5.6,0.0
15188,Flight of Fancy,PG,2000,0.0,Family,96,5.0,0.0
15189,Flight of the Intruder,PG-13,1991,14.59,"Action,Drama,Thriller",115,5.8,6647.0
15190,Flight of the Phoenix,PG-13,2004,21.01,"Action,Adventure,Drama",113,6.1,52592.0
15191,Flightplan,PG-13,2005,89.71,"Drama,Mystery,Thriller",98,6.3,155750.0
15192,Flipped,PG,2010,1.75,"Comedy,Drama,Romance",90,7.7,85062.0
15193,Flipper,PG,1996,20.05,"Adventure,Family",95,5.3,10530.0
15194,Flipping,R,1996,0.0,"Crime,Drama",102,4.1,0.0
15195,Flirt,R,1995,0.08,"Drama,Romance",85,6.3,1952.0
15196,Flirting with Disaster,R,1996,14.89,Comedy,92,6.7,18150.0
15197,Flo Rida feat. Sage the Gemini and Lookas: G.D.F.R.,R,2014,0.0,"Short,Music",4,4.5,0.0
15198,"Flo Rida, feat. David Guetta: Club Can't Handle Me",PG-13,2010,0.0,"Short,Music",4,5.9,0.0
15199,Float,PG,2019,0.0,"Animation,Short,Drama",7,7.3,0.0
15200,Flock of Dodos: The Evolution-Intelligent Design Circus,PG,2006,0.0,Documentary,84,7.2,0.0
15201,Flood: A River's Rampage,PG,1998,0.0,Drama,96,4.6,0.0
15202,Flossin,PG-13,2001,0.0,Drama,78,7.3,0.0
15203,Floundering,R,1994,0.0,Comedy,96,5.9,0.0
15204,Flower,R,2017,0.33,"Comedy,Drama",90,6.0,7889.0
15205,Flower Boy,G,2002,0.0,"Drama,Short,Family",9,8.0,0.0
15206,Flubber,PG,1997,92.98,"Comedy,Family,Sci-Fi",93,5.3,86145.0
15207,Fluke,PG,1995,3.99,"Drama,Family,Fantasy",96,6.7,6677.0
15208,Flushed Away,PG,2006,64.67,"Animation,Adventure,Comedy",85,6.6,117058.0
15209,Fly Away Home,PG,1996,24.51,"Adventure,Drama,Family",107,6.8,24220.0
15210,One Last Flight,PG,1999,0.0,"Adventure,Family",86,4.7,0.0
15211,Fly Me to the Moon 3D,G,2007,14.53,"Animation,Adventure,Family",84,4.5,4366.0
15212,Fly by Night,R,1992,0.0,"Drama,Music",93,5.5,0.0
15213,Flyboys,PG-13,2006,13.08,"Action,Drama,History",140,6.5,41760.0
15214,Flying by,PG-13,2009,0.0,"Drama,Family,Music",90,4.6,0.0
15215,Flying Cars,PG-13,2019,0.0,"Adventure,Drama",88,4.9,0.0
15216,Flying Lessons,R,2010,0.0,Drama,104,5.4,0.0
15217,A Little Bit of Faith,PG,2009,0.0,"Comedy,Drama",87,4.1,0.0
15218,Flypaper,R,1999,0.0,"Comedy,Crime,Thriller",108,5.1,0.0
15219,Flypaper,R,2005,0.0,"Short,Thriller",16,8.0,0.0
15220,Focus,PG-13,2001,0.72,"Drama,Romance",106,6.7,2948.0
15221,Shot,R,2001,0.0,"Action,Crime",98,6.8,0.0
15222,Focus,R,2015,53.86,"Comedy,Crime,Drama",105,6.6,226844.0
15223,Fog Warning,R,2008,0.0,"Horror,Thriller",103,6.1,0.0
15224, The Suite Life of Zack & Cody,G,2005–2008,0.0,"Comedy,Family",22,7.0,0.0
15225,Folks!,PG-13,1992,6.13,"Comedy,Drama",107,5.7,2506.0
15226,No Escape,R,2020,0.0,"Adventure,Horror,Mystery",91,5.4,0.0
15227,Follow Your Heart,PG,1999,0.0,Comedy,115,6.2,0.0
15228,Follow the Bitch,R,1996,0.0,Comedy,86,7.5,0.0
15229,Follow the River,PG,1995,0.0,"Adventure,Drama",91,6.3,0.0
15230,Follow the Stars Home,PG,2001,0.0,"Drama,Romance,Family",103,7.2,0.0
15231,Followed,R,2018,0.0,"Horror,Mystery,Thriller",96,5.1,0.0
15232,Followers,R,2000,0.0,Drama,87,6.5,80.0
15233,Foo Fighters: Big Me,G,1996,0.0,"Short,Music",2,7.1,0.0
15234,Foo Fighters: Hyde Park,G,2006,0.0,Music,80,8.6,0.0
15235,"Food, Inc.",PG,2008,4.42,"Documentary,News",94,7.8,49900.0
15236,Fool's Gold,PG-13,2008,70.23,"Action,Adventure,Comedy",112,5.7,75789.0
15237,Fool's Paradise,PG-13,1997,0.0,"Comedy,Romance",90,4.9,0.0
15238,Foolish,R,1999,6.03,"Comedy,Drama",84,5.0,7327.0
15239,Fools Rush In,PG-13,1997,29.29,"Comedy,Drama,Romance",109,6.1,33902.0
15240,Footloose,PG-13,2011,51.8,"Comedy,Drama,Music",113,5.9,47322.0
15241, The Suite Life of Zack & Cody,G,2005–2008,0.0,"Comedy,Family",30,7.4,0.0
15242,Footsteps,R,2010,0.0,Thriller,85,7.9,0.0
15243,For Better and for Worse,PG,1993,0.0,Comedy,87,4.6,0.0
15244,For Better or Worse,PG-13,1995,0.04,"Action,Comedy,Drama",105,4.8,487.0
15245,For Colored Girls,R,2010,37.72,Drama,133,6.1,7392.0
15246,For Lack of Better,PG,2015,0.0,"Documentary,Adventure,Drama",46,8.5,0.0
15247,For Love of the Game,PG-13,1999,35.17,"Drama,Romance,Sport",137,6.6,33078.0
15248,For Love or Country: The Arturo Sandoval Story,PG-13,2000,0.0,"Biography,Drama,Music",120,7.2,0.0
15249,For Love or Money,PG,1993,11.0,"Comedy,Drama,Romance",96,6.2,13398.0
15250,For Me & My Gal,G,2018,0.0,"Short,Drama,Musical",11,9.0,0.0
15251,For No Good Reason,R,2012,0.07,"Documentary,Biography,History",89,7.0,1428.0
15252,For Once in My Life,PG,2010,0.0,"Documentary,Drama,Music",94,8.8,0.0
15253,For Pete's Wake!,R,2007,0.0,"Romance,Comedy,Drama",72,6.4,0.0
15254,For Real,PG-13,2003,0.0,Comedy,95,5.7,0.0
15255,For Richer or Poorer,PG-13,1997,31.61,Comedy,115,5.8,10571.0
15256,"For Richer, for Poorer",PG,1992,0.0,Comedy,90,6.2,0.0
15257,Redemption: For Robbing the Dead,PG,2011,0.0,Western,105,5.7,0.0
15258,For Those About to Rock: Monsters in Moscow,R,1992,0.0,"Documentary,Music",84,9.0,0.0
15259,For Thy Love,R,2006,0.0,"Drama,Romance",88,4.4,0.0
15260,For Your Consideration,PG-13,2006,5.54,Comedy,86,6.3,14273.0
15261,For a Few Lousy Dollars,R,1995,0.0,"Action,Comedy,Crime",88,4.3,0.0
15262,"For a Good Time, Call...",R,2012,1.24,Comedy,85,6.0,15937.0
15263,For da Love of Money,R,2002,0.01,Comedy,97,4.5,299.0
15264,For the Birds,G,2000,0.0,"Animation,Short,Comedy",3,8.0,0.0
15265,For the Boys,R,1991,17.86,"Comedy,Drama,Music",138,6.4,5358.0
15266,For the Love of Grace,PG-13,2008,0.0,"Drama,Romance",89,6.2,0.0
15267,For the Love of Money,R,2012,0.0,"Action,Crime,Drama",93,4.5,0.0
15268,For the Rights of All: Ending Jim Crow in Alaska,G,2009,0.0,Documentary,56,7.9,0.0
15269,Forbidden Fruit,PG-13,2010,0.0,Comedy,94,5.4,0.0
15270,Forbidden Games,R,1995,0.0,"Crime,Drama,Thriller",89,4.4,0.0
15271,Forbidden Highway,R,2001,0.0,"Comedy,Crime,Romance",104,5.5,0.0
15272,Forbidden Sins,R,1999,0.0,"Crime,Drama,Thriller",93,4.1,0.0
15273,Force of Execution,R,2013,0.0,"Action,Crime",99,4.4,0.0
15274,Force of Nature,R,2020,0.0,"Action,Crime,Drama",91,4.5,0.0
15275,Forced to Kill,R,1994,0.0,"Action,Thriller",93,5.0,0.0
15276,Forces of Nature,PG-13,1999,52.89,"Comedy,Romance",105,5.4,33060.0
15277,Forces of Nature,G,2012,0.0,"Animation,Short,Comedy",2,5.2,0.0
15278,Ford v Ferrari,PG-13,2019,117.62,"Action,Biography,Drama",152,8.1,324118.0
15279,Foreign Affairs,PG,1993,0.0,"Comedy,Romance",100,6.8,0.0
15280,Foreign Correspondents,PG-13,1999,0.0,"Drama,Mystery,Romance",102,6.5,0.0
15281,Foreign English,PG-13,2008,0.0,"Short,Drama",13,7.4,0.0
15282,Foreign Exchange,R,2008,0.0,Comedy,85,4.1,0.0
15283,Foreign Letters,G,2012,0.08,"Comedy,Drama",99,6.9,244.0
15284,Foreign Student,R,1994,0.11,Drama,90,5.8,320.0
15285,Foreman,PG-13,2017,0.0,"Documentary,Biography,Sport",84,7.8,0.0
15286,Forever,R,1992,0.0,"Horror,Mystery",93,4.5,0.0
15287,Forever,R,2015,0.0,Drama,94,5.4,0.0
15288,Forever Lulu,R,2000,0.0,"Drama,Romance",99,5.6,0.0
15289,Forever Mine,R,1999,0.0,"Crime,Drama,Romance",115,5.3,0.0
15290,Forever My Girl,PG,2018,16.38,"Comedy,Drama,Music",108,6.7,15707.0
15291,Forever No More,PG-13,2010,0.0,"Short,Action,Crime",12,8.3,0.0
15292, The Suite Life of Zack & Cody,G,2005–2008,0.0,"Comedy,Family",30,7.6,0.0
15293,Forever Plaid,G,2008,0.0,"Comedy,Musical",90,7.2,0.0
15294,Forever Strong,PG-13,2008,0.63,"Drama,Sport",112,7.2,10360.0
15295,Forever Young,PG,1992,55.96,"Drama,Romance,Sci-Fi",102,6.3,45559.0
15296,Forfeit,R,2007,0.0,"Drama,Thriller",84,5.0,0.0
15297,Forget About It,PG-13,2006,0.0,"Comedy,Drama",88,4.7,0.0
15298,Forget About Love,R,2008,0.0,"Short,Drama",3,7.2,0.0
15299,Forget Me Not,R,2009,0.0,"Horror,Romance,Thriller",103,5.2,0.0
15300,Forget Paris,PG-13,1995,33.19,"Comedy,Romance",101,6.5,11884.0
15301,Forgetting Sarah Marshall,R,2008,63.17,"Comedy,Drama,Romance",111,7.1,271323.0
15302,Forgive Me Father,R,2001,0.44,"Crime,Drama,Mystery",138,5.4,87.0
15303,Forgiveness,R,2015,0.0,"Crime,Drama,Mystery",90,5.2,0.0
15304,Forgiving the Franklins,R,2006,0.0,"Comedy,Drama",101,6.4,0.0
15305,Forgotten Heroes,R,1990,0.0,"Action,War",105,6.9,0.0
15306,Forks Over Knives,PG,2011,0.0,Documentary,90,7.7,0.0
15307,Formosa Betrayed,R,2009,0.23,Thriller,103,6.1,1419.0
15308,Forrest Gump,PG-13,1994,330.25,"Drama,Romance",142,8.8,1876024.0
15309,Forsaken,R,2015,0.0,"Action,Drama,Western",90,6.3,0.0
15310,Fort Doom,R,2004,0.0,"Action,Comedy,Horror",93,4.8,0.0
15311,Fort McCoy,R,2011,0.07,"Drama,History,War",100,5.9,370.0
15312,Fort Tilden,R,2014,0.0,Comedy,98,5.5,0.0
15313,Fortress,R,2012,0.0,"Action,Drama,War",105,5.0,0.0
15314,Fortress 2,R,2000,0.0,"Action,Sci-Fi",92,4.5,0.0
15315,Fortune Defies Death,R,2018,0.0,"Comedy,Crime,Drama",115,6.3,0.0
15316,Fortunes,R,2005,0.0,Comedy,91,5.0,0.0
15317,Fortunes of War,R,1994,0.0,"Action,Thriller",107,4.8,0.0
15318,Forty Shades of Blue,R,2005,0.0,"Drama,Music,Romance",108,6.1,0.0
15319,Forty Weight,R,2011,0.0,Comedy,5,7.4,0.0
15320,Foster Babies,PG-13,2007,0.0,"Biography,Drama",90,8.0,0.0
15321,Found Footage 3D,R,2016,0.0,Horror,100,5.4,0.0
15322,Four,R,2012,0.0,"Drama,Romance",75,5.9,0.0
15323,Four Blood Moons,PG,2015,0.0,"Drama,History",84,4.6,0.0
15324,Four Boxes,R,2009,0.0,"Horror,Thriller",85,4.7,0.0
15325,Four Brothers,R,2005,74.49,"Action,Crime,Drama",109,6.8,138329.0
15326,Four Christmases,PG-13,2008,120.15,"Comedy,Drama,Romance",88,5.7,67176.0
15327,Four Dead Batteries,R,2004,0.0,Comedy,96,5.8,0.0
15328,Four Dogs Playing Poker,R,2000,0.0,"Crime,Drama,Mystery",97,5.6,0.0
15329,Four Good Days,R,2020,0.0,Drama,100,6.5,0.0
15330,Four Rooms,R,1995,4.3,Comedy,98,6.8,100415.0
15331,Four Sheets to the Wind,R,2007,0.0,"Drama,Romance",81,6.3,0.0
15332,Fourth Story,PG-13,1991,0.0,"Drama,Mystery,Romance",92,6.0,0.0
15333,Foxcatcher,R,2014,12.1,"Biography,Drama,History",134,7.0,136894.0
15334,Foxfire,R,1996,0.26,"Drama,Romance",102,6.2,8897.0
15335,FrackNation,PG,2013,0.0,Documentary,77,6.1,0.0
15336,Fractalus,PG-13,2005,0.0,"Short,Drama,Sci-Fi",26,5.5,0.0
15337,Fracture,R,2007,39.02,"Crime,Drama,Thriller",113,7.2,192026.0
15338,"Fractured Fairy Tales: The Phox, the Box, & the Lox",G,1999,0.0,"Animation,Short,Comedy",6,6.7,0.0
15339,Fragged,PG-13,2010,0.0,"Short,Comedy",9,6.7,0.0
15340,Frailty,R,2001,13.1,"Crime,Drama,Thriller",100,7.2,79580.0
15341,Frame Up,R,1991,0.0,"Action,Drama,Thriller",90,4.3,0.0
15342,Frame of Mind,R,2009,0.0,Drama,88,4.7,0.0
15343,Framed,PG-13,1990,0.0,"Comedy,Crime",90,5.4,0.0
15344,Framed,60 min,1992,0.0,"Crime,Thriller",60,7.0,0.0
15345,Frances,R,2016,0.0,"Short,Thriller",9,7.2,0.0
15346,Frances Ha,R,2012,4.06,"Comedy,Drama,Romance",86,7.5,77850.0
15347,Frank,PG,2007,0.0,Family,90,5.0,0.0
15348,Frank & Jesse,R,1994,0.0,"Biography,Western",105,5.8,0.0
15349,Frank Capra's American Dream,PG,1997,0.0,"Documentary,Biography,History",115,7.5,0.0
15350,Frank DanCoolo: Paranormal Drug Dealer,PG-13,2010,0.0,"Short,Comedy",8,7.1,0.0
15351,"Frank McKlusky, C.I.",PG-13,2002,0.0,Comedy,83,4.1,0.0
15352,Frank and Cindy,R,2015,0.0,Comedy,102,6.1,0.0
15353,Frank and Ollie,PG,1995,0.0,Documentary,89,7.7,0.0
15354,Frank vs. God,PG,2014,0.0,"Comedy,Drama,Romance",100,6.1,0.0
15355,Frankenfish,R,2004,0.0,"Action,Adventure,Comedy",84,4.7,0.0
15356,Frankenhood,R,2009,0.0,"Comedy,Horror,Sport",92,4.1,0.0
15357,Frankenhooker,R,1990,0.21,"Comedy,Horror,Sci-Fi",85,6.2,9516.0
15358,Frankenstein,R,1994,22.01,"Drama,Horror,Romance",123,6.4,52747.0
15359,Frankenstein,R,2015,0.0,"Horror,Sci-Fi,Thriller",89,5.1,0.0
15360,Frankenstein Reborn!,PG,1998,0.0,"Action,Adventure,Horror",70,4.9,0.0
15361,Frankenstein's Army,R,2013,0.0,Horror,84,5.4,0.0
15362,Frankenweenie,PG,2012,35.29,"Animation,Comedy,Family",87,6.9,100808.0
15363,Frankie Starlight,R,1995,0.08,"Drama,Romance,War",101,6.6,858.0
15364,Frankie and Johnny,R,1991,22.77,"Comedy,Drama,Romance",118,6.7,30188.0
15365,Frankie and Johnny Are Married,R,2003,0.02,Comedy,95,5.9,223.0
15366,Frat Pack,R,2018,0.0,Comedy,95,4.0,0.0
15367,Frayed,R,2007,0.0,"Drama,Horror,Mystery",111,5.6,0.0
15368,Freak Talks About Sex,R,1999,0.0,Comedy,90,6.0,0.0
15369,Freaked,PG-13,1993,0.03,"Comedy,Sci-Fi",80,6.4,6804.0
15370,Freakonomics,PG-13,2010,0.1,Documentary,85,6.4,6874.0
15371,Freaks,R,2018,0.0,"Drama,Mystery,Sci-Fi",105,6.7,0.0
15372,Freaks of Nature,R,2015,0.0,"Comedy,Horror,Sci-Fi",92,5.9,0.0
15373,Freakshow,R,1995,0.0,Horror,102,4.1,0.0
15374,Freaky,R,2020,0.0,"Comedy,Horror,Thriller",102,6.3,0.0
15375,Freaky Deaky,R,2012,0.0,"Comedy,Crime,Thriller",90,6.1,0.0
15376,Freaky Friday,PG,2003,110.23,"Comedy,Family,Fantasy",97,6.2,129231.0
15377,Fred Claus,PG,2007,72.01,"Comedy,Family,Fantasy",116,5.6,41189.0
15378,Freddy Got Fingered,R,2001,14.25,Comedy,87,4.6,47056.0
15379,Freddy vs. Jason,R,2003,82.62,"Action,Horror",97,5.7,113020.0
15380,Freddy's Dead: The Final Nightmare,R,1991,34.87,"Fantasy,Horror",89,4.9,42962.0
15381,Free,PG,2016,0.0,"Short,Comedy",4,8.0,0.0
15382,Free Birds,PG,2013,55.75,"Animation,Adventure,Comedy",91,5.8,22954.0
15383,Free Dance,PG,2018,0.0,"Music,Romance",103,6.9,0.0
15384,Free Enterprise,R,1998,0.03,"Comedy,Romance",113,6.8,3181.0
15385,Free Fall,R,2014,0.0,"Action,Crime,Thriller",90,4.5,0.0
15386,Free Samples,R,2012,0.0,"Comedy,Drama",80,5.6,0.0
15387,Free Solo,PG-13,2018,17.54,"Documentary,Adventure,Sport",100,8.2,58254.0
15388,Free State of Jones,R,2016,20.76,"Action,Biography,Drama",139,6.9,54759.0
15389,Free Style,PG,2008,0.14,Drama,94,4.1,430.0
15390,Free Throw,PG,2012,0.0,Documentary,76,6.9,0.0
15391, The Suite Life of Zack & Cody,G,2005–2008,0.0,"Comedy,Family",22,7.5,0.0
15392,Free Willy,PG,1993,77.7,"Adventure,Drama,Family",112,6.0,71268.0
15393,Free Willy 2: The Adventure Home,PG,1995,30.08,"Adventure,Drama,Family",95,5.1,17560.0
15394,Free Willy 3: The Rescue,PG,1997,3.52,"Adventure,Drama,Family",86,4.8,9675.0
15395,Free Willy: Escape from Pirate's Cove,PG,2010,0.0,"Adventure,Drama,Family",101,5.1,0.0
15396,Freebird... the Movie,PG,1996,0.03,Documentary,101,8.3,349.0
15397,Freedom,R,2014,0.0,"Drama,Music",94,6.6,0.0
15398,Freedom Summer,PG,2014,0.0,"Documentary,History",113,6.9,0.0
15399,Freedom Writers,PG-13,2007,36.61,"Biography,Crime,Drama",123,7.6,72347.0
15400,Freedomland,R,2006,12.51,"Crime,Drama,Mystery",113,5.1,15670.0
15401,Freefall,R,1994,0.0,"Action,Adventure,Drama",96,4.6,0.0
15402,Freeheld,PG-13,2015,0.53,"Biography,Drama,Romance",103,6.6,12054.0
15403,Freejack,R,1992,17.13,"Action,Crime,Sci-Fi",110,5.4,15341.0
15404,Freelancers,R,2012,0.0,"Action,Crime,Drama",96,4.6,0.0
15405,Freeloaders,R,2012,0.0,Comedy,77,4.4,0.0
15406,Freetown,PG-13,2015,0.39,"Action,Drama,Thriller",113,4.7,1215.0
15407,Freeway,R,1996,0.3,"Comedy,Crime,Drama",102,6.8,27194.0
15408,Freeway II: Confessions of a Trickbaby,R,1999,0.0,"Comedy,Crime,Drama",97,5.5,0.0
15409,Freeway Killer,R,2010,0.0,"Crime,Drama,Thriller",85,5.4,0.0
15410,Freeway: Crack in the System,R,2015,0.0,"Documentary,Biography,Crime",103,7.1,0.0
15411,Freezer,R,2014,0.0,"Action,Thriller",83,5.2,0.0
15412,Freezerburn,R,2005,0.0,Comedy,112,6.9,0.0
15413, The Suite Life of Zack & Cody,G,2005–2008,0.0,"Comedy,Family",30,7.4,0.0
15414,French Exit,R,1995,0.0,"Comedy,Romance",92,4.8,0.0
15415,French Kiss,PG-13,1995,38.9,"Comedy,Drama,Romance",111,6.6,48053.0
15416,French Silk,PG-13,1994,0.0,Thriller,90,5.3,0.0
15417,Frequency,PG-13,2000,45.01,"Crime,Drama,Mystery",118,7.3,103684.0
15418,Strawberry and Chocolate,R,1993,2.08,"Comedy,Drama,Romance",108,7.4,5456.0
15419,Fresh,R,1994,8.09,"Crime,Drama,Thriller",114,7.6,12568.0
15420,Frida,R,2002,25.89,"Biography,Drama,Romance",123,7.4,83485.0
15421,Friday,R,1995,27.47,"Comedy,Drama",91,7.3,103572.0
15422,Friday After Next,R,2002,32.98,"Comedy,Drama",85,5.8,26209.0
15423,Friday Night Lights,PG-13,2004,61.26,"Action,Drama,Sport",118,7.2,60397.0
15424,Friday the 13th,R,2009,65.0,"Horror,Mystery,Thriller",97,5.5,100402.0
15425,Age Out,PG-13,2018,0.0,"Crime,Drama",91,6.1,0.0
15426,Fried Green Tomatoes,PG-13,1991,82.42,Drama,130,7.7,69481.0
15427,Friend of the Family,R,1995,0.0,Drama,103,4.7,0.0
15428,Friend of the Family II,Unrated,1996,0.0,Thriller,83,4.6,0.0
15429,Friended to Death,R,2014,0.0,Comedy,94,4.9,0.0
15430, Mad Love,G,2011,0.0,"Comedy,Romance",21,6.9,0.0
15431,Friends & Lovers,R,1999,0.09,"Drama,Romance,Comedy",103,4.4,1492.0
15432,Friends for Life,R,2008,0.0,"Drama,War",92,6.8,0.0
15433,Friends with Benefits,R,2011,55.8,"Comedy,Romance",109,6.5,348463.0
15434,Friends with Kids,R,2011,7.25,"Comedy,Drama,Romance",107,6.1,41574.0
15435,Friends with Money,R,2006,13.37,"Comedy,Drama,Romance",88,5.8,28608.0
15436,Friendsgiving,R,2020,0.0,"Comedy,Drama",95,4.3,0.0
15437,Fright Night,R,2011,18.3,"Comedy,Horror",106,6.4,101482.0
15438,Fright Night 2,R,2013,0.0,"Comedy,Horror,Thriller",100,4.3,0.0
15439,Frogs for Snakes,R,1998,0.02,"Comedy,Crime,Thriller",108,4.5,348.0
15440,Frogs!,PG,1993,0.0,"Comedy,Fantasy",116,5.0,0.0
15441,From Dusk Till Dawn,R,1996,25.75,"Action,Crime,Horror",108,7.2,294728.0
15442,From Dusk Till Dawn 2: Texas Blood Money,R,1999,0.0,"Crime,Horror,Thriller",88,4.1,0.0
15443,From Dusk Till Dawn 3: The Hangman's Daughter,R,1999,0.0,"Horror,Thriller,Western",94,4.8,0.0
15444,From Hell,R,2001,31.6,"Horror,Mystery,Thriller",122,6.8,149462.0
15445,From Mexico with Love,PG-13,2009,0.55,"Action,Drama,Family",96,5.2,532.0
15446,From Paris with Love,R,2010,23.98,"Action,Crime,Thriller",92,6.4,113962.0
15447,From Prada to Nada,PG-13,2011,3.02,"Action,Comedy,Drama",107,5.5,14635.0
15448,From Shock to Awe,R,2019,0.0,"Documentary,War",87,8.2,0.0
15449,From Within,R,2008,0.07,"Horror,Mystery,Thriller",89,5.6,7086.0
15450,From the Ashes,PG,2017,0.0,Documentary,81,7.0,0.0
15451,From the Rough,PG,2013,0.0,"Drama,Sport",97,6.7,0.0
15452,Froning: The Fittest Man in History,PG,2015,0.0,Documentary,99,6.7,0.0
15453,Front of the Class,PG,2008,0.0,Drama,95,8.1,0.0
15454,Frontera,PG-13,2014,0.06,"Drama,Thriller,Western",103,6.6,7590.0
15455,The Last International Playboy,R,2008,0.0,"Comedy,Drama,Romance",92,5.8,0.0
15456,Frost/Nixon,R,2008,18.59,"Biography,Drama,History",122,7.7,104936.0
15457,Wendigo,R,1995,0.0,"Comedy,Horror",84,4.0,0.0
15458,Frozen,R,2010,0.24,"Adventure,Drama,Thriller",93,6.1,69819.0
15459,Frozen,PG,2013,400.74,"Animation,Adventure,Comedy",102,7.4,585832.0
15460,Frozen Fever,G,2015,0.0,"Animation,Short,Adventure",8,6.9,0.0
15461,Frozen II,PG,2019,477.37,"Animation,Adventure,Comedy",103,6.8,148054.0
15462,Frozen River,R,2008,2.51,"Crime,Drama",97,7.1,25084.0
15463,Frozen in Time,G,2014,0.0,"Animation,Adventure,Family",46,5.5,0.0
15464,Fruitvale Station,R,2013,16.1,"Biography,Crime,Drama",85,7.5,77779.0
15465,Fuck'd,R,2004,0.0,Short,4,7.2,0.0
15466,Fugitive Mind,PG-13,1999,0.0,"Action,Thriller",94,4.5,0.0
15467,Fugitive Nights: Danger in the Desert,PG,1993,0.0,"Action,Mystery,Thriller",95,6.2,0.0
15468,Fugitive Rage,R,1996,0.0,"Action,Crime,Drama",88,4.2,0.0
15469,Fugitive X: Innocent Target,R,1996,0.0,"Action,Drama,Thriller",97,4.3,0.0
15470,Fulgazi,PG-13,2004,0.0,Comedy,75,4.6,0.0
15471,Full Body Massage,R,1995,0.0,Drama,93,5.6,0.0
15472,Full Contact,R,1993,0.0,"Action,Crime,Drama",96,5.7,0.0
15473,Full Eclipse,R,1993,0.0,"Crime,Horror,Sci-Fi",93,5.5,0.0
15474,Full Frontal,R,2001,0.0,Comedy,90,5.2,0.0
15475,Full Frontal,R,2002,2.51,"Comedy,Romance",101,4.7,10834.0
15476,Full Ride,PG-13,2002,0.0,"Comedy,Romance,Sport",95,5.5,0.0
